,id,innings,overs,ball_number,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team
99066,980937,1,12,6,V Kohli,DJ Bravo,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99067,980937,1,13,1,V Kohli,SB Jakati,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99070,980937,1,13,4,V Kohli,SB Jakati,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99071,980937,1,13,5,V Kohli,SB Jakati,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99076,980937,1,14,4,V Kohli,DJ Bravo,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99077,980937,1,14,5,V Kohli,DJ Bravo,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99078,980937,1,14,6,V Kohli,DJ Bravo,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99079,980937,1,14,7,V Kohli,DJ Bravo,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99080,980937,1,15,1,V Kohli,DS Kulkarni,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99086,980937,1,16,1,V Kohli,P Kumar,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99087,980937,1,16,2,V Kohli,P Kumar,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99088,980937,1,16,3,V Kohli,P Kumar,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99093,980937,1,17,2,V Kohli,DJ Bravo,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99094,980937,1,17,3,V Kohli,DJ Bravo,KL Rahul,,3,0,3,0,0,,,,Royal Challengers Bangalore
99096,980937,1,17,5,V Kohli,DJ Bravo,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99097,980937,1,17,6,V Kohli,DJ Bravo,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99098,980937,1,18,1,V Kohli,DS Kulkarni,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99100,980937,1,18,3,V Kohli,DS Kulkarni,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99101,980937,1,18,4,V Kohli,DS Kulkarni,KL Rahul,,2,0,2,0,0,,,,Royal Challengers Bangalore
99102,980937,1,18,5,V Kohli,DS Kulkarni,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99103,980937,1,18,6,V Kohli,DS Kulkarni,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99104,980937,1,19,1,V Kohli,DJ Bravo,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99106,980937,1,19,3,V Kohli,DJ Bravo,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99107,980937,1,19,4,V Kohli,DJ Bravo,KL Rahul,,6,0,6,0,0,,,,Royal Challengers Bangalore
99108,980937,1,19,5,V Kohli,DJ Bravo,KL Rahul,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99109,980937,1,19,6,V Kohli,DJ Bravo,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99110,980937,1,19,7,V Kohli,DJ Bravo,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99721,980931,1,0,1,V Kohli,I Sharma,KL Rahul,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99722,980931,1,0,2,V Kohli,I Sharma,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99726,980931,1,0,6,V Kohli,I Sharma,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99729,980931,1,1,2,V Kohli,NLTC Perera,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99730,980931,1,1,3,V Kohli,NLTC Perera,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99731,980931,1,1,4,V Kohli,NLTC Perera,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99732,980931,1,1,5,V Kohli,NLTC Perera,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
99733,980931,1,1,6,V Kohli,NLTC Perera,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99734,980931,1,2,1,V Kohli,I Sharma,KL Rahul,,6,0,6,0,0,,,,Royal Challengers Bangalore
99735,980931,1,2,2,V Kohli,I Sharma,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99736,980931,1,2,3,V Kohli,I Sharma,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99740,980931,1,3,1,V Kohli,NLTC Perera,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
99741,980931,1,3,2,V Kohli,NLTC Perera,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
99744,980931,1,3,5,V Kohli,NLTC Perera,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99747,980931,1,4,2,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99750,980931,1,4,5,V Kohli,Ankit Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99751,980931,1,4,6,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99752,980931,1,5,1,V Kohli,I Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99753,980931,1,5,2,V Kohli,I Sharma,AB de Villiers,noballs,0,1,1,0,0,,,,Royal Challengers Bangalore
99754,980931,1,5,3,V Kohli,I Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99758,980931,1,5,7,V Kohli,I Sharma,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
99760,980931,1,6,2,V Kohli,R Bhatia,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99761,980931,1,6,3,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99763,980931,1,6,5,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99766,980931,1,7,2,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99768,980931,1,7,4,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99769,980931,1,7,5,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99770,980931,1,7,6,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99771,980931,1,8,1,V Kohli,Ankit Sharma,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99772,980931,1,8,2,V Kohli,Ankit Sharma,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
99773,980931,1,8,3,V Kohli,Ankit Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99774,980931,1,8,4,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99776,980931,1,8,6,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99778,980931,1,9,1,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99781,980931,1,9,4,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99787,980931,1,10,4,V Kohli,M Ashwin,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
99788,980931,1,10,5,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99790,980931,1,11,1,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99792,980931,1,11,3,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99794,980931,1,11,5,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99796,980931,1,12,1,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99798,980931,1,12,3,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99800,980931,1,12,5,V Kohli,Ankit Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99801,980931,1,12,6,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99802,980931,1,13,1,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99807,980931,1,13,6,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99808,980931,1,14,1,V Kohli,Ankit Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99809,980931,1,14,2,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99811,980931,1,14,4,V Kohli,Ankit Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99816,980931,1,15,3,V Kohli,R Ashwin,AB de Villiers,wides,0,5,5,0,0,,,,Royal Challengers Bangalore
99817,980931,1,15,4,V Kohli,R Ashwin,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99818,980931,1,15,5,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99819,980931,1,15,6,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99820,980931,1,15,7,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99824,980931,1,16,3,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99826,980931,1,16,5,V Kohli,R Bhatia,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99829,980931,1,17,2,V Kohli,NLTC Perera,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
99830,980931,1,17,3,V Kohli,NLTC Perera,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99832,980931,1,17,5,V Kohli,NLTC Perera,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99833,980931,1,17,6,V Kohli,NLTC Perera,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
99834,980931,1,17,7,V Kohli,NLTC Perera,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99835,980931,1,18,1,V Kohli,I Sharma,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99836,980931,1,18,2,V Kohli,I Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
99837,980931,1,18,3,V Kohli,I Sharma,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
99838,980931,1,18,4,V Kohli,I Sharma,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
99839,980931,1,18,5,V Kohli,I Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
99842,980931,1,19,1,V Kohli,NLTC Perera,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
99843,980931,1,19,2,V Kohli,NLTC Perera,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
99844,980931,1,19,3,V Kohli,NLTC Perera,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
99845,980931,1,19,4,V Kohli,NLTC Perera,AB de Villiers,,0,0,0,0,1,V Kohli,caught,AM Rahane,Royal Challengers Bangalore
100192,980927,1,0,1,V Kohli,TG Southee,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
100196,980927,1,0,5,V Kohli,TG Southee,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
100197,980927,1,0,6,V Kohli,TG Southee,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
100199,980927,1,1,2,V Kohli,MJ McClenaghan,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
100204,980927,1,2,1,V Kohli,TG Southee,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
100205,980927,1,2,2,V Kohli,TG Southee,KL Rahul,,0,0,0,0,0,,,,Royal Challengers Bangalore
100206,980927,1,2,3,V Kohli,TG Southee,KL Rahul,,4,0,4,0,0,,,,Royal Challengers Bangalore
100207,980927,1,2,4,V Kohli,TG Southee,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
100210,980927,1,3,1,V Kohli,MJ McClenaghan,KL Rahul,,1,0,1,0,0,,,,Royal Challengers Bangalore
100216,980927,1,4,1,V Kohli,TG Southee,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100218,980927,1,4,3,V Kohli,TG Southee,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
100219,980927,1,4,4,V Kohli,TG Southee,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100222,980927,1,5,1,V Kohli,JJ Bumrah,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100224,980927,1,5,3,V Kohli,JJ Bumrah,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100226,980927,1,5,5,V Kohli,JJ Bumrah,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100227,980927,1,5,6,V Kohli,JJ Bumrah,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100230,980927,1,6,3,V Kohli,Harbhajan Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100231,980927,1,6,4,V Kohli,Harbhajan Singh,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
100232,980927,1,6,5,V Kohli,Harbhajan Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100235,980927,1,7,1,V Kohli,KH Pandya,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100238,980927,1,7,4,V Kohli,KH Pandya,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100240,980927,1,7,6,V Kohli,KH Pandya,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
100241,980927,1,7,7,V Kohli,KH Pandya,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
100242,980927,1,7,8,V Kohli,KH Pandya,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
100243,980927,1,7,9,V Kohli,KH Pandya,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100244,980927,1,8,1,V Kohli,Harbhajan Singh,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
100245,980927,1,8,2,V Kohli,Harbhajan Singh,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100246,980927,1,8,3,V Kohli,Harbhajan Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100249,980927,1,8,6,V Kohli,Harbhajan Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100252,980927,1,9,2,V Kohli,HH Pandya,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100253,980927,1,9,3,V Kohli,HH Pandya,AB de Villiers,legbyes,0,1,1,0,0,,,,Royal Challengers Bangalore
100256,980927,1,9,6,V Kohli,HH Pandya,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100257,980927,1,10,1,V Kohli,KH Pandya,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
100258,980927,1,10,2,V Kohli,KH Pandya,AB de Villiers,,0,0,0,0,1,V Kohli,caught,TG Southee,Royal Challengers Bangalore
100900,980921,1,1,1,V Kohli,CH Morris,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100901,980921,1,1,2,V Kohli,CH Morris,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100902,980921,1,1,3,V Kohli,CH Morris,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100903,980921,1,1,4,V Kohli,CH Morris,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100906,980921,1,2,1,V Kohli,Z Khan,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100909,980921,1,2,4,V Kohli,Z Khan,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
100910,980921,1,2,5,V Kohli,Z Khan,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100913,980921,1,3,2,V Kohli,Mohammed Shami,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100914,980921,1,3,3,V Kohli,Mohammed Shami,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100915,980921,1,3,4,V Kohli,Mohammed Shami,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100916,980921,1,3,5,V Kohli,Mohammed Shami,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100918,980921,1,4,1,V Kohli,Z Khan,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100920,980921,1,4,3,V Kohli,Z Khan,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100924,980921,1,5,1,V Kohli,CH Morris,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100927,980921,1,5,4,V Kohli,CH Morris,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
100928,980921,1,5,5,V Kohli,CH Morris,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100930,980921,1,6,1,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100933,980921,1,6,4,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100935,980921,1,6,6,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100936,980921,1,7,1,V Kohli,A Mishra,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100937,980921,1,7,2,V Kohli,A Mishra,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
100938,980921,1,7,3,V Kohli,A Mishra,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
100939,980921,1,7,4,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100941,980921,1,7,6,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100942,980921,1,8,1,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100944,980921,1,8,3,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100949,980921,1,9,2,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100953,980921,1,9,6,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100954,980921,1,10,1,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100958,980921,1,10,5,V Kohli,P Negi,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
100959,980921,1,10,6,V Kohli,P Negi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100960,980921,1,11,1,V Kohli,CR Brathwaite,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
100964,980921,1,11,5,V Kohli,CR Brathwaite,SR Watson,,1,0,1,0,0,,,,Royal Challengers Bangalore
100966,980921,1,12,1,V Kohli,Mohammed Shami,SR Watson,,1,0,1,0,0,,,,Royal Challengers Bangalore
100969,980921,1,12,4,V Kohli,Mohammed Shami,SR Watson,,1,0,1,0,0,,,,Royal Challengers Bangalore
100971,980921,1,12,6,V Kohli,Mohammed Shami,SR Watson,,1,0,1,0,0,,,,Royal Challengers Bangalore
100972,980921,1,13,1,V Kohli,CR Brathwaite,SR Watson,legbyes,0,1,1,0,0,,,,Royal Challengers Bangalore
100980,980921,1,14,3,V Kohli,A Mishra,SR Watson,,6,0,6,0,0,,,,Royal Challengers Bangalore
100981,980921,1,14,4,V Kohli,A Mishra,SR Watson,,4,0,4,0,0,,,,Royal Challengers Bangalore
100982,980921,1,14,5,V Kohli,A Mishra,SR Watson,,1,0,1,0,0,,,,Royal Challengers Bangalore
100987,980921,1,15,4,V Kohli,Z Khan,SR Watson,,4,0,4,0,0,,,,Royal Challengers Bangalore
100988,980921,1,15,5,V Kohli,Z Khan,SR Watson,,6,0,6,0,0,,,,Royal Challengers Bangalore
100989,980921,1,15,6,V Kohli,Z Khan,SR Watson,,4,0,4,0,0,,,,Royal Challengers Bangalore
100993,980921,1,16,4,V Kohli,Mohammed Shami,SN Khan,,1,0,1,0,0,,,,Royal Challengers Bangalore
100999,980921,1,17,4,V Kohli,CH Morris,KM Jadhav,,0,0,0,0,0,,,,Royal Challengers Bangalore
101000,980921,1,17,5,V Kohli,CH Morris,KM Jadhav,,2,0,2,0,0,,,,Royal Challengers Bangalore
101001,980921,1,17,6,V Kohli,CH Morris,KM Jadhav,,1,0,1,0,0,,,,Royal Challengers Bangalore
101002,980921,1,18,1,V Kohli,Mohammed Shami,KM Jadhav,,0,0,0,0,1,V Kohli,caught,SS Iyer,Royal Challengers Bangalore
102553,980907,1,0,3,V Kohli,A Nehra,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
102554,980907,1,0,4,V Kohli,A Nehra,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
102555,980907,1,0,5,V Kohli,A Nehra,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
102556,980907,1,0,6,V Kohli,A Nehra,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
102562,980907,1,1,6,V Kohli,B Kumar,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102564,980907,1,2,1,V Kohli,Mustafizur Rahman,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
102565,980907,1,2,2,V Kohli,Mustafizur Rahman,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102567,980907,1,2,4,V Kohli,Mustafizur Rahman,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102568,980907,1,2,5,V Kohli,Mustafizur Rahman,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102569,980907,1,2,6,V Kohli,Mustafizur Rahman,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102577,980907,1,4,1,V Kohli,B Kumar,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102578,980907,1,4,2,V Kohli,B Kumar,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102585,980907,1,5,3,V Kohli,Mustafizur Rahman,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102586,980907,1,5,4,V Kohli,Mustafizur Rahman,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102587,980907,1,5,5,V Kohli,Mustafizur Rahman,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102588,980907,1,5,6,V Kohli,Mustafizur Rahman,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102589,980907,1,6,1,V Kohli,MC Henriques,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
102590,980907,1,6,2,V Kohli,MC Henriques,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102591,980907,1,6,3,V Kohli,MC Henriques,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102592,980907,1,6,4,V Kohli,MC Henriques,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102593,980907,1,6,5,V Kohli,MC Henriques,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102594,980907,1,6,6,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102595,980907,1,7,1,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102597,980907,1,7,3,V Kohli,KV Sharma,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102598,980907,1,7,4,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102600,980907,1,7,6,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102601,980907,1,8,1,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102603,980907,1,8,3,V Kohli,MC Henriques,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
102604,980907,1,8,4,V Kohli,MC Henriques,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102605,980907,1,8,5,V Kohli,MC Henriques,AB de Villiers,,3,0,3,0,0,,,,Royal Challengers Bangalore
102608,980907,1,9,2,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102612,980907,1,9,6,V Kohli,KV Sharma,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102614,980907,1,10,2,V Kohli,A Ashish Reddy,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102615,980907,1,10,3,V Kohli,A Ashish Reddy,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102620,980907,1,11,2,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102622,980907,1,11,4,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102625,980907,1,12,1,V Kohli,KV Sharma,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102626,980907,1,12,2,V Kohli,KV Sharma,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
102627,980907,1,12,3,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102629,980907,1,12,5,V Kohli,KV Sharma,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
102630,980907,1,12,6,V Kohli,KV Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102631,980907,1,13,1,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102633,980907,1,13,3,V Kohli,MC Henriques,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
102634,980907,1,13,4,V Kohli,MC Henriques,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102635,980907,1,13,5,V Kohli,MC Henriques,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102638,980907,1,14,2,V Kohli,A Ashish Reddy,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102641,980907,1,14,5,V Kohli,A Ashish Reddy,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102643,980907,1,15,1,V Kohli,B Kumar,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
102644,980907,1,15,2,V Kohli,B Kumar,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
102645,980907,1,15,3,V Kohli,B Kumar,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
102648,980907,1,15,6,V Kohli,B Kumar,AB de Villiers,,0,0,0,0,1,V Kohli,bowled,,Royal Challengers Bangalore
